GENE	TCGA-04-1348	TCGA-04-1357	TCGA-04-1362	TCGA-04-1364	TCGA-04-1365	TCGA-04-1514	TCGA-04-1519	TCGA-09-0364	TCGA-09-0366	TCGA-09-0367	TCGA-09-0369	TCGA-09-1662
ING5	3.0584	2.3231	3.2062	3.4027	2.9581	4.2754	3.3184	4.3057	3.3437	2.039	3.6222	3.6105
INGX	0.1906	0.1448	0.6794	0.038	0.0527	0	0.0804	0.1776	0.1357	0	0.0297	0.0535
INHA	2.6155	0.9883	0.9978	3.1704	2.8985	1.5933	3.0095	3.8685	4.3935	0.4727	2.882	2.1503
INHBA	1.4478	3.0006	0.7428	0.4996	1.9117	1.2225	0.2425	0.232	0.3276	0.1395	1.1098	1.523
INHBB	4.2582	2.4765	5.3917	6.9179	2.1586	4.7693	3.62	1.3946	4.5094	2.7338	1.2274	3.2534
INHBC	0.4524	0.0296	0.4742	0.0663	0.4756	0.7848	0.3985	0.2749	0.3078	0.0394	0.0854	0.1513
INHBE	0.0933	0.093	0.0589	0.1223	0.2428	0.5055	1.1191	0.6488	0.1361	0.2641	1.4652	0.0128
INMT	0.4204	1.4859	0.5016	0.721	0.5822	1.0822	0.7201	0.4482	0.3509	0.269	1.2564	2.2729
INO80B	5.2477	5.4973	5.1797	6.3332	5.4837	5.0631	6.0709	5.3186	6.5046	5.4291	6.2826	6.2169
INO80C	5.0922	3.8367	3.6697	4.24	4.9016	5.4915	3.5178	4.2546	4.9692	4.1478	5.2333	3.8081
INO80D	1.3196	1.5928	2.3824	1.3394	1.3455	2.2165	1.9936	1.8807	1.4764	0.9253	1.1625	2.0489
INO80E	6.5807	5.465	5.2557	5.7015	6.2312	5.9357	5.9454	5.9213	6.0297	5.9288	6.8531	5.8343
INO80	3.0131	2.866	3.018	2.6524	3.3089	3.8042	3.0292	3.2334	2.7616	2.1039	2.8722	3.9371
INPP1	2.9835	2.8012	4.9813	2.5153	2.9377	3.4554	2.053	2.06	3.9021	2.8497	3.3513	2.1808
INPP4A	2.3314	2.5791	3.5456	2.9156	2.3933	3.567	3.0666	3.1514	3.1388	1.3041	2.5657	2.3706
INPP4B	2.6051	1.029	2.1246	0.2839	0.5733	0.7725	0.4454	0.3366	2.0975	0.6022	0.6717	1.853
INPP5A	3.5264	3.1434	4.7693	4.2852	3.8556	4.7776	3.5972	4.1146	3.0209	3.571	4.2323	3.9466
INPP5B	3.2654	2.4592	3.0725	2.581	2.8581	3.6722	3.3111	4.2204	3.2028	2.3314	2.6994	3.2869
INPP5D	2.7901	4.3265	3.1552	0.7004	3.5931	1.3057	0.8908	0.9066	4.2902	3.0311	1.97	3.2577
INPP5E	3.1257	2.7664	3.6987	2.9952	2.7692	3.6997	2.4357	4.1078	3.2969	2.1947	3.4249	2.4789
INPP5F	2.9514	3.2936	4.1946	3.1992	3.4422	3.8642	3.3229	2.7052	2.6856	1.9403	2.782	3.4361
INPP5J	3.349	1.0959	2.1721	3.8337	2.5539	2.0246	2.2494	2.5877	2.7254	0.8386	2.821	2.0008
INPP5K	3.2386	4.1243	4.2149	2.7287	3.2048	3.7547	2.4002	3.0715	4.8721	3.7631	3.7734	4.5643
INPPL1	5.8481	5.8823	7.5263	5.4414	7.4149	7.258	5.6093	6.0242	5.9834	5.7152	6.2411	6.6355
INS-IGF2	0.3929	1.3573	4.9402	6.2104	0	4.1582	4.2565	2.303	2.5508	1.7218	5.8157	0
INSC	0	0.0424	0	0	0.0209	0.0158	0.0647	0.0581	0	0	0.0126	0.0109
INSIG1	4.2036	3.7388	4.141	3.4529	4.4038	4.09	4.0991	4.018	3.0931	3.6868	3.151	4.2528
INSIG2	2.9542	2.8794	2.8595	3.172	3.7201	4.1606	3.8371	2.9312	3.387	2.4571	2.9216	3.4992
INSL3	1.0093	0.9874	2.4526	1.2275	1.8173	2.957	1.4691	6.8122	3.5099	1.1249	0.2018	1.1542
INSL4	1.6457	0.2164	0	0.0857	0	0	0	0	0	0.1025	0	0
INSL5	0	0	0	0.0711	0.2373	0.2744	0.0774	0.0883	0.2185	0.0429	0	0.0513
INSL6	0	0	0.0617	0	0	0	0	0	0.0777	0	4.3532	0
INSM1	0.0362	0.0603	0	0.0906	0.1235	0.8889	0	1.927	0	0.0362	3.177	0.0432
INSM2	0.0085	0	0	0	0.0101	0.0141	0	0.0349	0.0226	0.0171	0	0.07
INSRR	0	0	0.0085	0.187	0.0298	0.0439	0.024	0.1063	0.0118	0	0.1422	0
INSR	2.6519	3.4559	3.5868	4.2846	3.1037	5.1418	3.1809	4.7167	2.3894	2.1017	2.8905	3.7147
INS	0	0	0	0	0	0	0	0	0	0	0	0
INTS10	4.1682	3.8177	4.6748	4.3532	4.2658	4.9729	5.1717	4.894	4.4678	3.3778	5.7819	4.7885
INTS12	3.7718	3.7817	3.1832	4.4899	4.8147	4.8139	4.6303	3.8027	4.2082	3.4364	4.0624	3.47
INTS1	5.7872	5.6328	7.0863	6.8865	6.0455	6.3938	5.9914	7.5959	6.6493	6.2611	7.0451	6.3479
INTS2	2.2578	1.8265	2.1492	2.2006	2.1838	3.5967	1.3992	3.1897	1.7219	1.1022	3.4545	2.2631
INTS3	5.7746	5.3179	5.5714	5.98	6.397	6.201	5.7133	6.8157	5.9121	5.02	6.1459	6.4956
INTS4L1	0.2084	0.4316	1.17	0.1946	0.7348	2.0016	0.9624	0.402	4.3071	1.3022	0.6346	1.379
INTS4L2	0.5168	0.7456	0.828	0.5801	0.3698	0.6414	0.4568	0.8519	1.3543	0.1054	1.7707	0.3322
INTS4	3.8472	3.599	4.5105	3.7878	3.5589	5.5311	3.9763	4.1247	7.7486	3.5999	4.3169	4.5594
INTS5	4.9006	4.447	5.6814	4.77	4.8995	5.0398	5.3065	5.1909	3.8661	5.1699	5.7273	5.3206
INTS6	4.2354	2.4412	3.0743	3.3013	2.8412	3.2317	3.9435	4.6941	2.8441	2.3554	2.757	3.4915
INTS7	3.491	3.3954	3.3764	3.5928	4.2225	5.0644	3.3204	3.6934	2.6763	1.9709	3.8591	4.0872
INTS8	4.0944	3.6979	5.018	4.9202	5.2269	3.6574	3.9976	4.3593	3.3727	3.7531	3.4743	4.2287
INTS9	3.4869	2.955	3.1303	3.6549	3.2423	4.4719	4.6216	4.1164	3.3145	2.9628	5.3182	4.4484
INTU	1.0996	1.0514	2.0752	1.3369	1.6924	2.0903	1.8874	2.0125	1.5501	0.493	1.4855	0.7748
INVS	2.8471	1.7	3.5702	1.9012	2.0137	2.303	1.5512	2.6739	2.2599	0.8876	2.1364	3.1941
IP6K1	4.5633	4.5062	5.2647	5.0507	3.9437	5.2565	4.7649	5.6797	4.0416	3.4035	4.5137	5.2043
IP6K2	7.2774	6.0933	6.5344	7.3839	6.3613	6.1133	7.0662	7.6322	6.0067	5.2749	7.322	7.3689
IP6K3	0.12	0.6893	1.9947	0.3605	0.6453	1.2997	2.5236	0.1862	0.506	0.7671	1.7949	0.2914
IPCEF1	0.4655	1.2366	0.6774	0.5115	0.4884	1.0545	0.7901	0.5929	0.5318	0.1899	0.2607	0.6112
IPMK	0.6668	0.892	1.3035	1.2758	1.4338	2.08	1.2098	1.0786	0.8104	0.7155	0.4529	2.0603
IPO11	3.8235	3.3899	3.5381	4.1359	3.8927	4.5164	2.8483	3.6267	3.561	2.4998	3.6808	3.9162
IPO13	4.1337	4.1694	4.4107	4.041	4.0107	5.1464	4.7234	5.2	4.9208	3.8982	5.1868	4.4507
IPO4	5.729	5.4239	5.2267	5.73	5.3933	6.2753	5.7569	7.3476	5.1688	5.2749	5.4568	5.878
IPO5	5.8817	4.3486	5.321	5.5505	4.1892	6.2124	5.5398	7.7624	4.7525	3.9786	5.6688	6.1319
IPO7	5.0932	4.6383	5.029	5.4105	4.6124	5.9312	5.5826	5.8101	4.152	3.3862	4.3862	5.4457
IPO8	3.7588	4.3086	4.8879	3.1493	4.0173	5.5498	4.4257	4.517	4.3785	3.5686	4.4811	4.0701
IPO9	3.8583	3.7897	4.0556	4.2985	4.536	5.3724	3.9954	4.5538	3.4672	2.7716	4.6502	4.2773
IPPK	2.6736	1.6411	3.1726	2.4807	2.9238	2.4427	1.516	2.5525	2.9873	1.2496	2.7652	2.748
IPP	2.0181	2.4968	2.8581	1.953	2.3645	3.2212	2.7464	2.3345	2.5093	1.8324	2.0573	2.739
IPW	2.0725	1.6583	4.4582	0.3638	2.2976	5.1083	0.095	3.282	1.7145	1.3502	0.1736	3.1693
IQCA1	2.5272	0.7813	4.361	4.0132	3.6053	4.7603	4.6834	2.9321	3.3454	1.6116	2.7861	0.9425
IQCB1	3.2185	3.835	4.4281	4.069	3.6388	3.8652	3.7616	5.1825	4.5914	2.6826	3.2201	4.1996
IQCC	2.6137	2.5684	2.1898	2.7984	3.2617	3.107	2.963	2.4276	3.1317	1.4812	2.6437	1.421
IQCD	3.7417	1.7249	3.3095	3.9253	3.5802	2.7063	2.3923	2.2858	3.5556	1.3745	1.7835	0.8744
IQCE	2.6204	3.3093	4.2076	3.1206	3.0986	3.8794	2.9191	3.8798	2.9572	3.0335	2.7668	3.9241
IQCF1	0.0412	0	0.1258	0.0128	0.2612	0.0246	0.027	0.086	0.0132	0	0	0.0984
IQCF2	0	0	0	0	0	0	0	0	0	0	0	0
IQCF3	0	0	0.048	0	0	0.0577	0	0	0	0	0	0
IQCF5	0	0	0	0	0.079	0	0.2303	0	0	0	0	0
IQCF6	0.0824	0	0.1221	0	0.2842	0	0	0	0.2239	0	0	0.1015
IQCG	4.7015	3.0283	5.1499	4.0652	4.4854	3.4585	2.9825	5.3323	4.3904	2.3236	3.6672	2.8198
IQCH	1.0723	0.3924	1.2792	1.0579	1.5641	1.8569	0.7892	1.2093	1.4393	0.2818	0.9044	0.6653
IQCJ	0	0	0	0	0	0	0	0.0763	0	0.0186	0	0
IQCK	4.7711	4.8078	5.3193	4.8028	5.3448	5.7724	5.5247	5.0483	5.1486	4.1356	4.6514	4.4879
IQGAP1	7.4914	7.0862	7.2178	5.7806	7.3071	5.9988	5.2729	5.1454	6.7557	6.1412	5.9032	6.9414
IQGAP2	2.1988	2.423	3.1047	1.1749	2.0874	5.0522	1.3675	2.0367	2.8398	1.1362	1.5031	2.1962
IQGAP3	4.3186	2.0875	2.9714	4.1083	3.7085	3.8139	1.3308	3.8694	2.5655	1.342	3.559	3.4291
IQSEC1	2.9657	3.6765	4.8167	3.4037	2.2371	4.7517	4.1476	4.5667	3.7016	2.4581	3.6728	4.1724
IQSEC2	3.7696	4.0302	5.1423	2.565	4.402	4.6075	4.6468	2.8941	5.1388	4.2865	5.1098	4.1404
IQSEC3	0.5681	4.0904	4.5726	1.2544	3.2383	3.0193	5.3606	2.546	2.8573	3.2238	2.7396	1.6438
IQUB	0.0337	0.0988	0.7601	1.3288	0.5099	0.5132	0.3974	0.0164	0.5261	0.1568	0.1708	0.1486
IRAK1BP1	1.7535	2.1264	2.6741	2.5541	2.2464	3.406	2.4183	1.6325	3.262	2.4595	2.614	2.2304
IRAK1	6.1412	6.094	6.6741	5.7004	5.8953	6.3876	5.6997	5.9247	6.7215	6.2756	5.6466	6.7105
IRAK2	3.8307	2.5859	3.634	0.7996	2.1961	1.4641	1.5813	0.3135	1.8185	1.0607	0.4286	3.2321
IRAK3	1.1867	0.771	1.6558	0.2445	0.653	0.9667	0.395	0.8012	2.0053	0.2434	0.645	1.1437
IRAK4	2.435	2.8298	3.0486	2.1468	3.1367	3.151	2.3078	1.9979	3.3246	2.1201	2.2936	3.1694
IREB2	3.3501	3.3693	3.9501	3.4872	3.1323	4.4185	2.9806	4.2376	3.2502	1.6831	4.0666	4.1443
IRF1	7.0859	7.6619	6.2492	3.7911	5.5412	4.9341	4.4254	1.7469	5.8587	5.7675	3.3067	7.3453
IRF2BP1	5.8439	5.3623	5.5004	5.2762	4.8706	6.0703	5.0667	6.9284	5.2689	5.3452	6.5477	5.6553
IRF2BP2	6.1396	6.7236	7.0466	6.7228	7.1902	7.7864	7.3544	7.3879	6.6645	5.9177	7.0803	6.8587
IRF2	4.8473	5.6223	4.7759	4.2979	5.3324	5.5023	5.731	4.3792	5.4046	3.6253	3.4982	4.7157
IRF3	5.8282	5.9332	5.1439	5.5372	5.5367	5.2368	5.4138	5.415	6.5701	6.2145	6.5137	5.8984
IRF4	0.8884	2.8369	0.157	0.0921	1.0169	0.0386	0.088	0	0.164	0.1316	0.0856	0.508
IRF5	4.3921	3.9189	4.2743	2.7484	4.2552	2.9893	3.0334	2.7277	4.7857	2.6522	3.0298	3.475
IRF6	4.4419	4.5978	4.1037	4.5501	3.9562	5.1757	5.141	4.0578	4.6807	2.9283	4.1474	4.6587
IRF7	5.7468	5.2096	5.4505	4.3223	6.4344	4.1532	5.2118	3.8438	6.0594	4.1159	4.5776	4.2735
IRF8	2.7715	4.3726	2.3534	0.4147	2.9611	1.1974	0.8874	1.3265	4.4054	1.4374	1.9201	3.1709
IRF9	6.784	6.7055	6.1067	5.6383	7.0792	6.4031	7.1407	4.2122	7.1087	5.6529	5.5693	6.1758
IRGC	0.0495	0	0.1572	0	0.0391	0.2812	0.3513	0.1011	0.2476	0	0	0.0976
IRGM	0	0	0.0228	0.0805	0	0.0794	0	0.3137	0	0	0.1706	0
IRGQ	2.1982	2.1007	2.1852	2.374	1.5217	3.2013	1.5679	3.5764	1.9863	1.5071	2.6671	3.2024
IRS1	1.6688	1.1831	3.0362	2.0503	1.0753	4.9437	3.1557	4.4555	3.2903	1.7618	2.9488	2.294
IRS2	3.735	3.8808	4.1389	3.0042	3.6743	2.654	3.0558	4.4686	3.0214	2.6655	3.1828	3.6237
IRS4	0	0.0291	0.14	0	0.0154	0.074	0	0.248	0.0513	0.0066	0.0086	0.0464
IRX1	0	0	0.0786	0	0	0.0238	0.0259	0.0582	0	0.2501	0.0189	0.147
IRX2	0.0819	0.0915	0.1299	0.0755	0	0.0188	0	0	0.0407	0.1427	0.0222	0.0812
IRX3	5.4527	5.1128	5.5318	2.218	3.6657	1.6885	0.3298	0.9215	5.4342	5.7468	1.1428	0.4416
IRX4	0	0	0.3845	0	0	0.0195	0	0	0	0	0	0
IRX5	2.5248	0.6935	3.0465	1.4921	1.6395	1.3812	0	2.0543	2.1519	4.9216	0.7269	0.1038
IRX6	0.522	1.186	1.1775	0.4004	0.7008	2.5518	0.0599	3.9976	0.0686	0.0446	0.793	0.2009
ISCA1P1	2.2682	1.6286	2.5834	1.8304	1.9943	1.5705	1.2147	1.7044	2.0155	1.6637	1.6713	2.1046
ISCA1	5.0266	4.2318	5.954	4.6002	5.1039	4.8282	3.9935	4.2011	4.8969	3.7751	4.252	4.9893
ISCA2	4.3487	4.2189	4.5989	5.4621	4.8849	5.9626	5.9695	5.2869	5.769	5.2619	6.3996	5.1939
ISCU	6.4287	6.836	7.2064	7.1834	6.7815	7.1073	7.2656	7.8416	8.172	7.0018	7.5655	6.2464
ISG15	8.3729	7.6806	8.7699	7.6532	10.5794	7.6747	6.385	4.457	9.5795	8.255	8.7281	4.939
ISG20L2	4.7275	4.837	4.4352	5.2777	4.8861	5.703	4.9764	5.4985	4.3256	4.2703	5.6768	5.4678
ISG20	4.9159	5.064	5.4316	3.8001	5.5445	3.659	2.8512	1.6399	5.1136	3.5886	3.3215	2.1373
ISL1	0	0.0422	0	0	0	0.0314	0	0	0.0169	0.0379	0.1214	0
ISL2	0.1002	0.2443	0.0813	0	0.0345	0	0.0267	0.0304	0	0	0.1133	0.0176
ISLR2	0.1948	0.4937	0.4094	2.4473	0.226	3.7958	0.134	3.7645	0.3454	0.0119	2.7385	0.5263
ISLR	5.0833	6.2106	4.1191	3.4592	3.7943	6.5983	6.2199	4.647	4.0017	3.3326	8.7866	7.5222
ISM1	0.6693	1.8677	0.9821	1.2318	0.912	2.2789	2.2687	1.7212	0.5483	0.2056	1.2628	2.5659
ISM2	0.0387	0.1062	0.2864	0.1731	0.1635	1.2789	0.2362	0.079	0.0598	0.1524	0.1416	0.0998
ISOC1	4.6427	4.8998	4.8497	5.2359	4.7162	5.7251	4.296	4.8988	4.1751	4.8097	5.9919	5.328
ISOC2	6.2866	5.9692	5.5901	6.3433	6.4784	6.3613	5.7229	6.2697	5.7969	7.9288	8.1458	6.5456
ISPD	0.6352	0.4304	0.8192	0.5859	0.4028	0.8531	1.4168	0.9246	0.6581	0.5601	0.943	0.4185
ISX	0	0	0	0	0	0	0	0.0909	0.0073	0	0	0
ISY1	4.8946	4.4835	5.4084	5.0451	5.136	4.7522	5.1262	5.0038	5.0743	3.6978	4.0605	4.8841
ISYNA1	7.5917	6.7437	7.2165	9.3649	7.6169	9.9853	8.7009	10.2768	9.5039	6.9186	8.7816	7.0986
ITCH	3.5354	3.4342	3.9846	4.5827	3.569	4.5549	3.6925	3.4871	3.6661	2.1112	3.3181	3.9065
ITFG1	4.3539	5.2746	3.9226	5.0603	5.1837	5.6445	5.3298	5.7749	4.8307	4.5349	5.8508	5.5414
ITFG2	5.3914	5.5829	5.2064	4.308	3.7249	5.5179	5.2796	6.774	4.6413	4.5428	5.7183	5.1824
ITFG3	5.1782	5.262	6.0317	5.5977	6.9402	5.3345	6.6141	7.7684	6.8066	5.1549	7.7973	6.6233
ITGA10	0.2224	0.1039	0.9899	0.6931	0.272	0.863	0.072	0.2392	1.9813	0.0538	1.6015	0.4657
ITGA11	1.6993	2.8944	1.0305	0.5096	0.9918	1.8827	0.3548	1.0274	0.7884	0.3205	2.8812	3.7485
ITGA1	2.1864	2.0819	1.5308	1.6937	2.3068	3.565	0.9372	1.7603	1.2386	0.9066	3.4766	2.4883
ITGA2B	0.414	0.7553	1.0826	1.3964	0.9734	1.4743	1.4071	1.1251	0.851	0.6445	1.3858	0.5566
ITGA2	1.0661	0.3574	0.6246	0.6221	0.5032	2.3455	0.9783	0.5327	0.2772	1.1942	0.5419	1.3866
ITGA3	5.4948	6.1931	6.3197	5.255	5.6751	6.1496	6.4596	4.3993	6.3952	6.2128	6.8634	6.6852
ITGA4	2.4997	3.3627	1.9843	1.0043	1.853	3.2158	0.3012	1.2735	3.17	1.1354	3.3405	2.6462
ITGA5	5.1379	3.5984	3.5653	3.1935	4.7167	3.7991	2.5733	2.9583	4.3043	2.2173	5.4945	4.4177
ITGA6	3.2887	4.3779	5.1209	5.2662	4.2972	5.9455	1.3223	4.0232	3.9573	3.0116	4.6518	3.2809
ITGA7	2.0462	4.2952	3.2785	2.8815	3.9448	4.1811	3.6279	3.0521	3.9773	1.3009	3.4701	3.4856
ITGA8	0.2819	0.3017	0	0.0135	0	0.2427	0.0144	0.0325	0	0	0.4432	0.1541
ITGA9	2.1357	2.616	4.3419	1.9552	0.6742	2.7666	0.3222	3.0198	1.76	0.9931	1.8291	2.994
ITGAD	0.1388	0.888	0.0537	0	0.0228	0.038	0.0412	0	0.0454	0	0.0366	0.3497
ITGAE	3.8257	4.2856	4.3437	4.6574	4.2698	5.2539	3.6545	3.9222	4.4516	4.3456	5.2074	4.9207
ITGAL	3.3988	4.2898	1.8952	0.265	3.1833	0.4321	0.6377	0.1489	3.4572	0.84	1.0946	3.0624
ITGAM	3.0543	2.3943	2.1948	0.1229	2.8116	0.4267	1.3799	0.3823	4.7479	1.4234	1.7025	3.0519
ITGAV	4.6388	4.7388	5.2037	2.9978	4.9348	3.8434	2.681	2.5602	4.3956	3.6333	3.1582	4.0657
ITGAX	3.3148	3.7189	2.179	0.3374	2.7501	0.627	1.2736	0.2162	4.1512	1.1455	1.2261	3.051
ITGB1BP1	4.8277	4.4705	4.4658	5.1693	4.6792	4.5509	5.3311	5.2444	5.5564	6.7685	6.3891	5.0874
ITGB1BP2	0.1219	0.1908	0.3343	0.3643	0.3936	0.4643	0.2152	0.0737	0.6836	0	0.7312	0.4246
ITGB1BP3	0.0264	0	0	0	0	0	0.0945	0.1076	0.0473	0	0	0
ITGB1	6.4369	6.7109	6.3847	6.6719	6.769	7.5564	6.5034	6.2598	6.5257	5.0035	7.3094	7.0292
ITGB2	6.1704	6.586	5.1899	0.8076	5.5223	2.477	2.6795	1.9075	6.9505	4.5791	4.3146	6.4142
ITGB3BP	4.8232	4.0259	3.6743	4.6504	4.5236	4.5318	4.1924	3.683	4.0463	2.8995	3.1292	4.2071
ITGB3	0.7426	3.512	2.4096	0.5645	1.3812	2.3797	0.6102	0.7598	1.0122	2.7914	0.7046	2.6359
ITGB4	6.0416	5.1438	7.1475	4.2076	4.2944	5.1204	5.6818	2.4215	6.7585	6.5388	4.8685	8.89
ITGB5	5.4525	5.29	6.6432	6.7479	5.9183	5.6192	6.1575	6.3064	6.3053	4.8677	6.245	6.2647
ITGB6	3.4637	3.3203	4.7845	0.6505	3.5839	2.7058	0.6411	1.6421	4.6027	3.1097	2.9396	4.8246
ITGB7	3.3432	3.9761	3.1864	2.1163	3.5262	1.1282	2.4988	0.105	3.5769	2.482	0.6959	2.8057
ITGB8	5.0883	4.0422	5.7459	3.8437	4.0204	4.5517	4.3247	2.4115	4.5936	5.7783	1.834	3.7602
ITGBL1	0.4336	1.1916	0.0156	0.1007	0.7504	0.2684	0.0168	0.7286	0.1977	0.1282	0.8517	0.5385
ITIH1	0	0.0606	0	0.0802	0	0	0	0.0182	0.0144	0	0.0712	0.0329
ITIH2	0.0318	0.1704	0.1192	0.1804	0.0647	0.1397	0.0432	0.5698	0.0697	0	0.073	0.1114
ITIH3	0.1374	0.0236	0.1253	0.7663	0	0.7747	0.0761	1.8123	0.1156	0.1142	1.1977	0.6895
ITIH4	0.8481	1.6529	1.8943	0.2181	0.4906	1.7183	0.7583	0.5295	1.8525	0.1749	0.4561	0.6522
ITIH5L	0.491	0.202	0.5445	0.2537	0.0178	0.7228	0.0363	0.0815	0.1371	0	0.1413	0.5705
ITIH5	2.5434	2.7684	1.5424	3.7741	1.1229	1.6398	0.197	0.6292	0.8462	2.9152	1.5717	5.5166
ITK	1.4132	2.1162	0.2665	0	1.0006	0.0379	0.0517	0.0355	0.2752	0.2256	0.0678	0.9703
ITLN1	0.0235	0.1511	0.0332	0	0.1081	0.6133	0	5.2986	1.1998	0.2611	2.25	0.284
ITLN2	0	0	0.0344	0	0	0.0411	0	0.4734	0.0433	0.0245	0	0
ITM2A	3.3012	4.1666	1.5243	1.8787	2.0161	2.2869	1.2705	4.1553	1.3577	1.7444	4.3878	2.9822
ITM2B	9.5959	9.505	9.4483	9.028	8.4573	9.4133	10.3952	10.1347	9.7023	9.2634	9.0696	9.6897
ITM2C	6.6066	5.6583	8.0709	7.8248	8.1315	8.7514	8.222	7.5109	8.7093	4.9873	9.0051	4.9613
ITPA	6.3808	5.3838	5.9685	7.9107	6.0676	6.1623	7.167	5.6507	6.6482	7.251	7.705	6.0537
ITPK1	5.3523	5.2666	5.5641	5.3627	4.5284	6.6369	6.5119	6.1769	6.0268	4.8118	5.1223	7.0447
ITPKA	0.5456	0.0661	0.4833	1.0351	1.7024	2.2729	0.4449	2.4038	1.216	0.312	1.6598	0.1545
ITPKB	3.1475	4.6961	4.0673	3.7105	4.1015	4.3758	4.7407	3.2246	4.4702	4.0647	3.6213	3.9755
ITPKC	4.1672	3.7282	4.6569	3.3598	2.958	3.6783	3.4865	4.4076	4.1501	3.3868	3.9601	3.9347
ITPR1	1.6011	2.6585	2.6609	1.2801	1.9419	2.8148	2.4069	1.8207	2.3763	0.5168	2.1249	2.2273
ITPR2	1.2029	1.3706	2.7914	2.0233	2.0248	1.7886	1.6687	2.1816	2.1767	2.0423	4.0308	1.9435
ITPR3	4.9204	4.7753	5.6588	3.4106	5.1191	5.1503	4.1195	5.4333	4.9221	3.9855	4.1683	6.8518
ITPRIPL1	1.3643	1.0957	0.3578	2.272	1.4645	1.2826	0.6467	2.8824	1.5755	0.5053	2.5792	0.8344
ITPRIPL2	3.2401	3.3597	3.8825	2.4329	3.5851	2.8037	3.3609	3.6712	3.6659	2.0145	2.2117	3.8392
ITPRIP	4.3493	3.7877	3.917	3.1676	3.0904	4.8518	4.179	4.0148	2.9944	2.3181	3.8002	4.3837
ITSN1	3.3621	3.3617	3.1866	3.851	2.4443	5.3518	4.2654	4.1419	3.1316	2.6547	3.4422	3.1605
ITSN2	3.899	3.4129	3.8336	3.6239	3.8398	3.418	3.5901	2.7082	3.603	1.5749	2.5349	3.5294
IVD	4.5142	4.0781	4.2062	4.4908	4.4927	5.2143	4.4725	5.2959	4.6935	3.8867	5.2441	5.3774
IVL	0	0	1.1546	0.1589	0	0.0405	0	0.0746	0.0748	0	0	0
IVNS1ABP	4.4766	5.2649	4.7742	5.236	5.1313	6.2114	5.1701	6.5746	5.2176	5.2934	5.7263	5.971
IWS1	4.6138	3.8732	3.893	4.8994	4.5995	5.0075	4.6883	4.4067	3.8194	2.7859	4.2386	4.5872
IYD	0	0	0.0789	0.0174	0.0198	0.0222	0.0062	0.0139	0.003	0	0	0
IZUMO1	0.065	0.0605	0.0332	0.0907	0.0387	0.0397	0	0.0485	0.0624	0	0.031	0.0523
JAG1	3.147	4.7754	3.8739	5.0444	4.2422	4.6934	2.0816	5.4172	2.7085	2.2993	5.3102	3.522
JAG2	2.5455	2.6361	4.4801	3.2261	3.5714	3.8196	2.8359	2.8406	3.7259	2.9491	3.3651	3.8934
JAGN1	7.0231	5.7116	6.4145	5.8955	6.3084	7.1118	6.5276	5.6526	6.0256	5.7725	5.9151	5.9519
JAK1	5.284	5.3732	5.8709	4.698	5.4754	5.8082	5.7169	4.5418	5.6985	4.147	3.965	5.8559
JAK2	1.8217	2.691	1.5578	1.1406	1.5509	2.9198	0.5068	0.9094	2.1168	0.599	0.4049	1.6088
JAK3	3.0294	3.1448	3.0961	3.6478	2.6219	3.3224	2.6271	3.7176	3.809	1.3985	1.5911	2.7062
JAKMIP1	0.7614	0.9331	0.0649	0.5272	0.4522	0.514	0.3178	0.0945	0.1105	0.0141	0	0.4397
JAKMIP2	0.8151	0.9223	0.0578	0.4084	0.8155	2.6354	2.0048	0.673	0.2279	0.08	0.8458	0.4778
JAKMIP3	0.0358	0.1722	1.7264	0.0245	0.32	0.3987	0.1725	0.1282	0.0703	0.0499	0.0203	0.1039
JAM2	0.795	1.6403	0.5506	2.0846	0.7537	4.1369	1.9211	1.2024	1.6703	0.4006	1.5384	2.0631
JAM3	2.0081	2.0713	2.1241	3.6634	1.4145	2.9678	4.181	4.0338	0.8758	0.5904	2.4036	2.6292
JARID2	2.9628	2.9894	2.9268	3.6053	2.9385	4.6471	2.475	4.4516	2.7862	1.8103	3.6823	2.9407
JAZF1	2.9378	3.5589	2.9329	2.6449	3.2074	3.3646	3.8231	1.8052	4.0631	2.8735	2.8218	2.9119
JDP2	3.8558	2.9633	4.7999	2.5431	2.8851	4.1798	4.1267	3.718	4.6383	3.7934	4.6068	4.5764
JHDM1D	1.6131	1.9679	2.1943	2.2764	1.7606	2.8473	1.5366	1.9896	2.014	1.0843	1.4817	1.9574
JKAMP	3.8478	4.0701	4.1032	4.4136	3.9614	5.9263	4.6676	4.5088	4.8388	4.1141	4.4659	4.4784
JMJD1C	3.4277	4.0314	4.5292	4.4738	4.6474	4.9924	4.9529	4.2818	3.7799	2.9363	4.1048	4.5551
JMJD4	3.6396	3.897	3.1377	4.3797	4.0083	4.155	3.6849	4.1739	4.3139	4.8889	4.8732	3.8386
JMJD5	1.8675	1.6973	1.4206	1.8445	2.046	2.772	1.6658	3.3955	2.3061	1.7913	2.5597	1.7931
JMJD6	4.5856	3.6918	3.7241	3.55	4.4339	4.5154	3.2303	3.7068	4.1013	3.0691	5.0008	4.3641
JMJD7-PLA2G4B	3.3371	3.0964	3.7222	4.565	4.0967	4.8372	3.0732	4.4845	5.0098	3.2485	5.6876	3.8045
JMJD8	6.7073	5.8577	6.0006	6.4626	6.9068	6.5366	6.9833	7.1921	6.7306	5.3593	7.8254	6.475
